Name;Starter_Ideas;Ambition;Trigger;Idea1;Idea2;Idea3;Idea4;Idea5;Idea6;Idea7;Adjective;Country
USA_ideas;<:merchants:1005774255495053442> Merchants = 1 && <:allowed_marine_fraction:1005120777856745492> Marines force limit = 0.5;<:republican_tradition:1005775244306432000> Yearly republican tradition = 0.3;tag = United States;Freedom of Religion = <:tolerance_heretic:1005120820315697223> Tolerance of Heretics = 5;Bill of Rights = <:global_unrest:1005773867131883530> National unrest = -2;Manifest Destiny = <:colonists:1005773417997422702> Colonist = 1;Lessons of Valley Forge = <:land_morale:1005774027152965652> Morale of armies = 0.10;Workshop of the World = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.15;Shining City On a Hill = <:prestige:1005120779614163074> Yearly prestige = 1;Empire of Liberty = <:min_autonomy_in_territories:1005774266224099338> Minimum autonomy in territories = -0.10 && <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.025 ;American;United States
SWI_ideas;<:merc_maintenance_modifier:1005774245986566215> Mercenary maintenance = -0.15 && <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;<:discipline:1005098692254105711> Discipline = 0.05;tag = Switzerland;Swiss Mercenaries = <:mercenary_discipline:1005774250432532570> Mercenary <:discipline:1005098692254105711> Discipline = 0.05 && <:mercenary_manpower:1005774252135419987> Mercenary manpower = 0.5;Swiss Tolerance = <:tolerance_heretic:1005120820315697223> Tolerance of Heretics = 2;The Swiss Confederation = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Alpine Defensiveness = <:fort_maintenance_modifier:1005773641922916452> Fort maintenance = -0.2 && <:defensiveness:1005773436997615728> Fort Defence = 0.25;Oasis of Peace and Prosperity = <:development_cost:1005773438989914184> Development cost = -0.1;Haven for Refugees = <:prestige:1005120779614163074> Yearly prestige = 1;Clockwork = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Swiss;Switzerland
SON_ideas;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1 && <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;<:discipline:1005098692254105711> Discipline = 0.05;tag = Songhai;Gold To Salt Trade =  <:global_trade_power:1005773865437376582> Global trade power = 0.1;Independence from Mali = <:defensiveness:1005773436997615728> Fort Defence = 0.15;Jihad Against the Pagans = <:land_morale:1005774027152965652> Morale of armies = 0.10;Sankore Madrassah = <:global_institution_spread:1005773668795813931> Institution spread = 0.1;The Hajj = <:prestige:1005120779614163074> Yearly prestige = 1;Sharia = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Trans-Sahara Trade = <:caravan_power:1005773321108979814> Caravan power = 0.2;Songhain;Songhai
BRI_ideas;<:navy_tradition:1005774958540107819> Yearly navy tradition = 1 && <:trade_steering:1005775370697572363> Trade Steering = 0.10;<:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25;tag = Brittany;Legacy of Breton Independence = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1 && <:republican_tradition:1005775244306432000> Yearly republican tradition = 0.3 && <:devotion:1005773440755712010> Yearly devotion = 1;The Estates of Brittany = <:global_unrest:1005773867131883530> National unrest = -1;Breton March = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Breton Catholicism = <:papal_influence:1005774980123988038> Yearly papal influence = 2 && <:global_missionary_strength:1005773673753485373> Missionary strength = 0.01;Protect the Coastline = <:global_ship_cost:1005098694091223040> Ship cost = -0.1;League of the Public Weal = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;The Catholicon = <:prestige:1005120779614163074> Yearly prestige = 1 ;Breton;Brittany
NAJ_ideas;<:global_missionary_strength:1005773673753485373> Missionary strength = 0.02 && <:movement_speed:1005774307571548191> Movement speed = 0.15;<:missionaries:1005774270720389220> Missionaries = 1;tag = Najd;Bedouin Poets = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Hanbali School = <:missionaries:1005774270720389220> Missionaries = 1;Ships of the Desert = <:global_trade_power:1005773865437376582> Global trade power = 0.1;Bedouin Raiders = <:hostile_attrition:1005773891261710396> Attrition for enemies = 1.0;Arabian Horsemanship = <:cavalry_flanking:1005773405267701792> Cavalry flanking ability = 0.5;Unite the Tribes = <:land_maintenance_modifier:1005774025739489320> Land Maintenance modifier = -0.05;Enforce Tawhid = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Najdi;Najd
HED_ideas;<:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.1 && <:cavalry_cost:1005773403501903894> Cavalry cost = -0.1;<:cavalry_power:1005098688223383734> Cavalry combat ability = 0.15;tag = Hejaz && tag = Medina && ;Custodian of the Two Holy Cities = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Red Sea Trade = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.1;Sharifs = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.1;Desert Warfare = <:land_attrition:1005774022136582144> Land Attrition = -0.10;Cradle of Gold = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Hajj = <:global_missionary_strength:1005773673753485373> Missionary strength = 0.01;Successor to the Caliphate = <:prestige:1005120779614163074> Yearly prestige = 1 && <:monthly_piety:1005774296536326175>  Monthly Piety = 0.001;Hejazi;Hejaz
NPL_ideas;<:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.25 && <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.1;<:discipline:1005098692254105711> Discipline = 0.05;tag = Nepal;The Divya Upadesh = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Land of Peaks = <:defensiveness:1005773436997615728> Fort Defence = 0.15;Our Valleys United = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Rajput Refugees = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;The Royal Kumari = <:land_morale:1005774027152965652> Morale of armies = 0.10;The Gurkhas = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;Envelopment and Blockade = <:leader_siege:1005774034769809468> Leader siege = 1;Nepalese;Nepal
KNI_ideas;<:discipline:1005098692254105711> Discipline = 0.05 && <:may_perform_slave_raid:1005774238487154689> May raid coasts = yes;<:papal_influence:1005774980123988038> Yearly papal influence = 2;tag = The Knights;Defense of the Faith = <:defensiveness:1005773436997615728> Fort Defence = 0.25;Assistance to the Suffering = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.15;The Tongues of Knights = <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;Reconquista of the Sea = <:galley_power:1005773653985726475> Galley combat ability = 0.2 && <:capture_ship_chance:1005773400943366144> Chance to capture enemy ships = 0.15;Ecumenical Defenders of Christendom. = <:global_unrest:1005773867131883530> National unrest = -2;Scourge of the Corsairs = <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.5;Crusader Tradition = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Knights';The Knights
KON_ideas;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.1 && <:land_attrition:1005774022136582144> Land Attrition = -0.20;<:improve_relation_modifier:1005773914078720100> Improve relations = 0.3;tag = Kongo && tag = Loango && tag = Ndongo && ;Kongolese Tax Exchange = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Election of Manikongos = <:heir_chance:1005773886434058311> Chance of new heir = 0.5;Imported European Weaponry = <:mil_tech_cost_modifier:1005774262616997929> Military Technology cost  = -0.1;Diplomacy With European Monarchs = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1 && <:envoy_travel_time:1005773616387981323> Envoy travel time = -0.25;The Triangle Trade = <:global_prov_trade_power_modifier:1005773683152916560> Provincial trade power = 0.1 && <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.05;Foreign Demand For Slaves = <:production_efficiency:1005775011753234442> Production efficiency = 0.10;Defend Against the Colonists = <:discipline:1005098692254105711> Discipline = 0.05;Kongolese;Kongo
MAL_ideas;<:land_attrition:1005774022136582144> Land Attrition = -0.10 && <:tolerance_heathen:1005101080507600986> Tolerance of Heathens = 2;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.10;tag = Mali;Restore Malian Suzerainty = <:vassal_income:1005775394147938406> Income from vassals = 0.20;Gold of Bure = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Reclamation of Land = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.10;Mandinka Warrior Spirit = <:discipline:1005098692254105711> Discipline = 0.05;Lost Fleet of Abubakari II = <:navy_tradition:1005774958540107819> Yearly navy tradition = 0.5;Seek New Markets for Salt = <:merchants:1005774255495053442> Merchants = 1;West African Slave Trade = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Malian;Mali
HUR_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:trade_efficiency:1005098702572093592> Trade efficiency = 0.05;<:global_prov_trade_power_modifier:1005773683152916560> Provincial trade power = 0.15;tag = Huron;Great Lakes Trade = <:merchants:1005774255495053442> Merchants = 1;Hire Allied Warriors = <:merc_maintenance_modifier:1005774245986566215> Mercenary maintenance = -0.15;Birchbark Canoes = <:trade_steering:1005775370697572363> Trade Steering = 0.20;Harsh Justice = <:global_unrest:1005773867131883530> National unrest = -1;Missionary Welcome = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Feast of the Dead = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Eldest Children = <:prestige:1005120779614163074> Yearly prestige = 1;Huron;Huron
IRO_ideas;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1 && <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;<:improve_relation_modifier:1005773914078720100> Improve relations = 0.5;tag = Iroquois;Kainerekowa = <:war_exhaustion_cost:1005098704614740079> Cost of reducing war exhaustion = -0.15;Keepers of the Western Door = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.25;Keepers of the Eastern Door = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.25;Keepers of the Fire = <:diplomats:1005773457105113150> Diplomat = 1;Mourning Wars = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.2;Warriors Unity = <:discipline:1005098692254105711> Discipline = 0.05;The Four Kings = <:prestige:1005120779614163074> Yearly prestige = 1;Iroquois;Iroquois
CHICK_ideas;<:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.25 && <:war_exhaustion_cost:1005098704614740079> Cost of reducing war exhaustion = -0.15;<:land_attrition:1005774022136582144> Land Attrition = -0.10;tag = Chickasaw;Moundbuilders Legacy = <:build_cost:1005773315069198356> Construction Cost = -0.1;Spartans of the Lower Mississippi = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;Nighttime Raids = <:hostile_attrition:1005773891261710396> Attrition for enemies = 1.0;Unconquered and Unconquerable = <:advisor_cost:1005120766569893988> Advisor cost = -0.10;Slave Raids = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1 && <:loot_amount:1005772108372127815> Looting speed = 0.10;Lessons of Ackia = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Swan Feathers Mantle = <:prestige:1005120779614163074> Yearly prestige = 1;Chick;CHICK
CHE_ideas;<:advisor_cost:1005120766569893988> Advisor cost = -0.10 && <:core_creation:1005098690484113489> Core-Creation Cost = -0.15;<:global_institution_spread:1005773668795813931> Institution spread = 0.1;tag = Cherokee;Moundbuilders Legacy = <:build_cost:1005773315069198356> Construction Cost = -0.1;Massacre of the Ani-Kutani = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Red Chiefs = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.20;Cherokee Adaptability = <:idea_cost:1005773900464005170> Idea cost = -0.10;Ghigau = <:land_morale:1005774027152965652> Morale of armies = 0.1;Mountainous Isolation = <:defensiveness:1005773436997615728> Fort Defence = 0.10;Cherokee Emperor = <:diplomats:1005773457105113150> Diplomat = 1;Cherokee;Cherokee
PUE_ideas;<:advisor_cost:1005120766569893988> Advisor cost = -0.15 && <:global_garrison_growth:1005773664261771294> National garrison growth = 0.25;<:land_morale:1005774027152965652> Morale of armies = 0.1;tag = Pueblo && tag = Zia && tag = Zuni && ;Ancient Pueblo Legacy = <:advisor_cost:1005120766569893988> Advisor cost = -0.10;Adobe Architecture = <:build_cost:1005773315069198356> Construction Cost = -0.1;Mesa Settlements = <:defensiveness:1005773436997615728> Fort Defence = 0.15;Cotton Weaving = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Kachina Dolls = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Clown Societies = <:religious_unity:1005120781216383077> Religious unity = 0.10 && <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Legend of Cibola = <:prestige:1005120779614163074> Yearly prestige = 1;Pueblo;Pueblo
SHA_ideas;<:discipline:1005098692254105711> Discipline = 0.05 && <:prestige_from_land:1005775004874571826> <:prestige:1005120779614163074> Yearly prestige from land battles = 1.0;<:leader_land_manuever:1005772048376811661> Land leader maneuver = 2;tag = Shawnee;The Wandering People = <:war_exhaustion_cost:1005098704614740079> Cost of reducing war exhaustion = -0.15;Dark and Bloody Ground = <:hostile_attrition:1005773891261710396> Attrition for enemies = 1.0;The Bread Dance = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Shaawanwaki Identity = <:idea_cost:1005773900464005170> Idea cost = -0.10;Autonomous Clans = <:advisor_pool:1005120768029499473> Possible Advisors = 1;Far-Reaching Relations = <:diplomats:1005773457105113150> Diplomat = 1;Private War Parties = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.20;Shawnee;Shawnee
CRE_ideas;<:unjustified_demands:1005775382953328712> Unjustified demands = -0.25 && <:global_spy_defence:1005773849121525821> Foreign spy detection = 0.1;<:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;tag = Creek;Moundbuilders Legacy = <:build_cost:1005773315069198356> Construction Cost = -0.1;Creek Caste System = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Green Corn Celebration = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Four Mother Towns = <:prestige:1005120779614163074> Yearly prestige = 1;Micos Leadership = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Muscogee Neutrality = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Red Sticks = <:land_morale:1005774027152965652> Morale of armies = 0.1;Creek;Creek
KUR_ideas;<:discipline:1005098692254105711> Discipline = 0.05 && <:army_tradition_decay:1005773269384843344> Yearly <:army_tradition:1005773267652591657> Yearly Army Tradition Decay = -0.01;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;tag = Kurland;Legacy of Sword Brethren = <:defensiveness:1005773436997615728> Fort Defence = 0.20;Privilegium Gotthardinum = <:global_unrest:1005773867131883530> National unrest = -1;Duchy of Mercantilism = <:global_foreign_trade_power:1005773662890250351> Trade power abroad = 0.1;Booming Manufacture = <:production_efficiency:1005775011753234442> Production efficiency = 0.1 && <:global_ship_recruit_speed:1005773844264530010> Shipbuilding time = -0.10;Couronian Colonization = <:range:1005775205530091561> Colonial range = 0.15 && <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25;Palaces of Mitau = <:prestige:1005120779614163074> Yearly prestige = 1;Promote the Curonian Kings = <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.15 && <:cavalry_cost:1005773403501903894> Cavalry cost = -0.10;Kurlandian;Kurland
